"Activity" "Subjects" "TimeDomain.Body.Acceleration.Mean-X" "TimeDomain.Body.Acceleration.Mean-Y" "TimeDomain.Body.Acceleration.Mean-Z" "TimeDomain.Body.Acceleration.StandartDeviation-X" "TimeDomain.Body.Acceleration.StandartDeviation-Y" "TimeDomain.Body.Acceleration.StandartDeviation-Z" "TimeDomain.Gravity.Acceleration.Mean-X" "TimeDomain.Gravity.Acceleration.Mean-Y" "TimeDomain.Gravity.Acceleration.Mean-Z" "TimeDomain.Gravity.Acceleration.StandartDeviation-X" "TimeDomain.Gravity.Acceleration.StandartDeviation-Y" "TimeDomain.Gravity.Acceleration.StandartDeviation-Z" "TimeDomain.Body.AccelerationJerk.Mean-X" "TimeDomain.Body.AccelerationJerk.Mean-Y" "TimeDomain.Body.AccelerationJerk.Mean-Z" "TimeDomain.Body.AccelerationJerk.StandartDeviation-X" "TimeDomain.Body.AccelerationJerk.StandartDeviation-Y" "TimeDomain.Body.AccelerationJerk.StandartDeviation-Z" "TimeDomain.Body.Angular.Velocity..Mean-X" "TimeDomain.Body.Angular.Velocity..Mean-Y" "TimeDomain.Body.Angular.Velocity..Mean-Z" "TimeDomain.Body.Angular.Velocity..StandartDeviation-X" "TimeDomain.Body.Angular.Velocity..StandartDeviation-Y" "TimeDomain.Body.Angular.Velocity..StandartDeviation-Z" "TimeDomain.Body.Angular.Velocity.Jerk.Mean-X" "TimeDomain.Body.Angular.Velocity.Jerk.Mean-Y" "TimeDomain.Body.Angular.Velocity.Jerk.Mean-Z" "TimeDomain.Body.Angular.Velocity.Jerk.StandartDeviation-X" "TimeDomain.Body.Angular.Velocity.Jerk.StandartDeviation-Y" "TimeDomain.Body.Angular.Velocity.Jerk.StandartDeviation-Z" "TimeDomain.Body.Acceleration.Magnitude..Mean" "TimeDomain.Body.Acceleration.Magnitude..StandartDeviation" "TimeDomain.Gravity.Acceleration.Magnitude..Mean" "TimeDomain.Gravity.Acceleration.Magnitude..StandartDeviation" "TimeDomain.Body.AccelerationJerk.Magnitude..Mean" "TimeDomain.Body.AccelerationJerk.Magnitude..StandartDeviation" "TimeDomain.Body.Angular.Velocity..Magnitude..Mean" "TimeDomain.Body.Angular.Velocity..Magnitude..StandartDeviation" "TimeDomain.Body.Angular.Velocity.Jerk.Magnitude..Mean" "TimeDomain.Body.Angular.Velocity.Jerk.Magnitude..StandartDeviation" "FrequencyDomain.Body.Acceleration.Mean-X" "FrequencyDomain.Body.Acceleration.Mean-Y" "FrequencyDomain.Body.Acceleration.Mean-Z" "FrequencyDomain.Body.Acceleration.StandartDeviation-X" "FrequencyDomain.Body.Acceleration.StandartDeviation-Y" "FrequencyDomain.Body.Acceleration.StandartDeviation-Z" "FrequencyDomain.Body.AccelerationJerk.Mean-X" "FrequencyDomain.Body.AccelerationJerk.Mean-Y" "FrequencyDomain.Body.AccelerationJerk.Mean-Z" "FrequencyDomain.Body.AccelerationJerk.StandartDeviation-X" "FrequencyDomain.Body.AccelerationJerk.StandartDeviation-Y" "FrequencyDomain.Body.AccelerationJerk.StandartDeviation-Z" "FrequencyDomain.Body.Angular.Velocity..Mean-X" "FrequencyDomain.Body.Angular.Velocity..Mean-Y" "FrequencyDomain.Body.Angular.Velocity..Mean-Z" "FrequencyDomain.Body.Angular.Velocity..StandartDeviation-X" "FrequencyDomain.Body.Angular.Velocity..StandartDeviation-Y" "FrequencyDomain.Body.Angular.Velocity..StandartDeviation-Z" "FrequencyDomain.Body.Acceleration.Magnitude..Mean" "FrequencyDomain.Body.Acceleration.Magnitude..StandartDeviation" "FrequencyDomain.BodyBody.AccelerationJerk.Magnitude..Mean" "FrequencyDomain.BodyBody.AccelerationJerk.Magnitude..StandartDeviation" "FrequencyDomain.BodyBody.Angular.Velocity..Magnitude..Mean" "FrequencyDomain.BodyBody.Angular.Velocity..Magnitude..StandartDeviation" "FrequencyDomain.BodyBody.Angular.Velocity.Jerk.Magnitude..Mean" "FrequencyDomain.BodyBody.Angular.Velocity.Jerk.Magnitude..StandartDeviation"
"STANDING" 18 0.278458805890411 -0.0166353518150685 -0.108453355945206 -0.999901858356165 -0.997873439178082 -0.988884942739726 -0.961703890410959 -0.958852862191781 -0.575590778767124 -0.480580732410959 -0.0189125517308219 -0.236673939312329 0.947573239863014 -0.204206320958904 -0.0485767106575342 -0.999565933424658 -0.999365796164384 -0.998882085753424 -0.982605925342466 -0.977408932191781 -0.947968999452055 -0.999788210684931 -0.99968830630137 -0.999524129863014 0.0753539482328767 0.0104698718417123 -0.00181640480191781 -0.983938871369863 -0.99983389739726 -0.999309090958904 -0.975763553972603 -0.985045070410959 -0.999842169315069 -0.99977378410959 0.035249030369863 -0.99981465890411 0.0889811037767124 -0.0265873248835616 -0.999535606575343 -0.999243874931507 0.904360571917808 0.81085050890411 -0.999763621095891 -0.999795181643836 -0.999785586986301 -0.999518171369863 0.982175981095891 0.992699713972603 0.987494516575342 -0.250059300982877 -0.264498462054795 -0.100456190560274 0.139184327665753 -0.134585137954795 -0.972607495342466 -0.972285545479452 -0.999939269452054 -0.999889081780822 -0.961574112465753 -0.0327586971032877 -0.97981334369863 -0.618999866438356 -0.266843724228767 -0.990409919315069 -0.876280891917808 -0.920852359616438
"SITTING" 18 0.27727001877193 -0.0128691279736842 -0.111904775824561 -0.999946200175439 -0.99882907877193 -0.988594529298246 -0.978345160350877 -0.975054467894737 -0.632415784210526 -0.745369723280702 -0.350042009136842 -0.573837909401754 0.909816469298246 0.12988647622807 0.161877417894737 -0.999664244736842 -0.999447962982456 -0.999325321052631 -0.986515056666667 -0.979583018421052 -0.926824120526316 -0.999805665263158 -0.999719150175438 -0.999556048245614 0.076622889 0.00694560289491228 0.00278757042058246 -0.988767711403509 -0.999887861929825 -0.999681052982456 -0.981966113508772 -0.987842703333333 -0.999863034385965 -0.999869355438596 0.0827207913754386 -0.999868008070175 -0.029343063177193 -0.0333057034385965 -0.999692062807018 -0.999562027017544 0.907715972280702 0.817805300877193 -0.999765084912281 -0.999833109298245 -0.99978585754386 -0.999634942807018 0.993910409122807 0.995425269122807 0.993887835964913 0.113674949989474 -0.150376356784211 0.1032033883 0.204382306857895 -0.222183444280702 -0.983674151754386 -0.981595285964913 -0.999917132807018 -0.999878654035088 -0.983643290526316 -0.188059264561403 -0.989131105263158 -0.817701176315789 -0.145002397469123 -0.993144920175439 -0.965297172807018 -0.913116123859649
"LAYING" 18 0.274691576923077 -0.0173937684615385 -0.107698927907692 -0.999722327384615 -0.999702903384615 -0.990119148923077 -0.987743110307692 -0.987524038307692 -0.461325721707692 -0.699966924092308 -0.411616218076923 -0.618503813846154 -0.220600509076923 0.719755403692308 0.605495317692308 -0.999746382923077 -0.999656463538461 -0.999710647846153 -0.994580775076923 -0.991228477076923 -0.642796317658461 -0.999806954615384 -0.999772337384615 -0.999684923846154 0.0749985010769231 0.0117018961415385 -0.00121344813430769 -0.987091136153846 -0.999773302153846 -0.999738634615385 -0.984616587846154 -0.988151053692308 -0.999812368615385 -0.999725605692308 0.0916862312415385 -0.999774814 0.0370569439953846 -0.02517618068 -0.999675444 -0.999666012461539 0.904320217692308 0.82442076076923 -0.999754231846154 -0.999830970615385 -0.999792790615384 -0.999615347846154 0.995997909230769 0.992027194461539 0.993473616769231 0.0551564162938461 -0.0556054116769231 0.193083855989231 0.281791848501539 -0.364722559584616 -0.986456241538461 -0.986464542615385 -0.999913462153846 -0.999880328615384 -0.982605601538461 -0.274031460015385 -0.986505710153846 -0.764135993076923 -0.104036176726154 -0.985179972153846 -0.922929544615384 -0.867643468
"WALKING" 18 0.273887758571429 -0.0178023631866071 -0.104218315464286 -0.802169543928571 -0.69424442625 -0.856354619642857 -0.361365964285714 -0.4948030925 0.291088917357143 -0.656399619464286 -0.237763043392857 -0.528454560357143 0.92386524875 -0.254317085892857 -0.0609313415892857 -0.8069812325 -0.871777841607143 -0.829357493035714 -0.976748738928572 -0.976189666428571 -0.764669005357143 -0.922164245178571 -0.95160700125 -0.941900375178571 0.0767524278392857 0.0282745481892857 0.010685091 -0.363879195357143 -0.795421276428572 -0.761626073214286 -0.31037851625 -0.647324369464285 -0.930855730714286 -0.875175614642857 0.163464223364286 -0.902197666785714 0.103807919607143 -0.0399399716026786 -0.704734704642857 -0.84899453 0.690535451785714 0.432570164285714 -0.909533379107143 -0.954126000714286 -0.964945544285714 -0.937319916785715 0.669698975714286 0.815395010892857 0.769964947142857 0.0182394601107143 -0.281459547160179 -0.2355977771125 -0.0357950343660714 0.0434363501785714 -0.287908078035714 -0.460346465357143 -0.987143221785714 -0.987259321428572 -0.62346952625 -0.0326847932107143 -0.635732326607143 0.398969961428571 -0.254836191769643 -0.37147515625 0.220407377017857 -0.835600904642858
"WALKING_DOWNSTAIRS" 18 0.288439468909091 -0.0168666920221818 -0.1033908092 -0.752044049454545 -0.715065507090909 -0.896194943272728 -0.482492383272727 -0.463113786545455 0.105915139961273 -0.645967622181818 -0.0762074976909091 -0.316966381545454 0.932277478363636 -0.225809125454545 -0.0493636733454546 -0.913328874181818 -0.920175626 -0.891051460545454 -0.93608933 -0.927885993090909 -0.567098836327273 -0.937794785272727 -0.966183619090909 -0.964907437636364 0.0809044045254545 -0.000757069449090907 -0.01417699182 -0.405492720181818 -0.805895274727273 -0.839993321454545 -0.535280636 -0.674770913636364 -0.907357579454545 -0.878071745090909 0.178245473049091 -0.887607178181818 0.253121839030909 -0.0576548655654546 -0.854213340363636 -0.889335554 0.700290638 0.440326244 -0.923347016181818 -0.965455688363636 -0.978666809090909 -0.942521931272727 0.677013924145454 0.792289136727273 0.708605263454546 -0.300670600338182 -0.235263359818182 -0.211649515774545 -0.0628484427818182 0.0386887605418182 -0.293531973636364 -0.229934247036364 -0.973559648363636 -0.984288858181818 -0.536628526363636 -0.0190972431454545 -0.654259778181818 0.345174203636364 -0.115262935701818 -0.350086793272727 0.136294413127273 -0.907070704181818
"WALKING_UPSTAIRS" 18 0.265401201896552 -0.0222060684378914 -0.112655891327586 -0.805387182068966 -0.681312301206897 -0.90462624637931 -0.385978291724138 -0.384087583310345 0.186848230252931 -0.376194041844828 0.0814677090431035 -0.202280492881034 0.883330258448276 -0.316619946206897 -0.106112549189655 -0.953138163793103 -0.927346922758621 -0.910442215689655 -0.945299503620689 -0.918540914310345 -0.322670159948276 -0.981128071724138 -0.973979117586207 -0.945814094482759 0.0812402028517242 0.0211654691775862 0.0093589662862069 -0.569601791896552 -0.901629607586207 -0.902375347068966 -0.57074642637931 -0.777444055344827 -0.960227422931034 -0.937342883103448 -0.0943559886187931 -0.947512046206896 0.197598340193103 -0.0470683915017241 -0.931194445517241 -0.920344611551724 0.679671755344828 0.427990929517241 -0.982832778275862 -0.988558955517241 -0.985141310344827 -0.972008167068965 0.816282422413793 0.891553613275862 0.804718507931034 -0.304205040627586 -0.502729412913793 -0.322333066448276 -0.0311904808275862 0.0688047587258621 -0.279146312758621 -0.37184157 -0.985985130862069 -0.985434195689656 -0.552695543448276 0.199103252117241 -0.706190316896552 0.254646865103448 -0.177211482115517 -0.465097261896552 -0.0115336735141379 -0.841817184655172
"STANDING" 20 0.278076904657534 -0.0180695049161644 -0.100402759931507 -0.998623201232877 -0.98706769 -0.977002466575342 -0.909504093287671 -0.919383438767123 -0.331910334743836 -0.527318932986302 -0.167639492424658 -0.415605423632877 0.911231752465754 -0.305938716712329 0.0708655286023287 -0.997127830136986 -0.995258751232876 -0.994924448219178 -0.959505604246575 -0.947381910821918 -0.759334978506849 -0.997619482328767 -0.997632091780822 -0.996958305068493 0.0763556159315069 0.0116930221630137 -0.00613681937487671 -0.943990365479452 -0.997962935753424 -0.996208436849315 -0.952037423835616 -0.96518538 -0.998174259726027 -0.998518389726027 0.0956295926068493 -0.998177712191781 0.00679117451369862 -0.0241335049573973 -0.997064300547945 -0.995349818493151 0.849317703972603 0.753968382739726 -0.997787053150685 -0.998013081369863 -0.998257720410959 -0.997073399726027 0.913804515205479 0.948918386164384 0.954517773972602 -0.35819276269452 -0.36007209219452 -0.235150618682192 0.153254920760274 -0.0327737436712329 -0.92240685739726 -0.91067209479452 -0.998830019178082 -0.998396541780822 -0.846898659863014 0.0176330992150685 -0.905370919863014 -0.240299490178082 -0.0806668363561644 -0.96193272890411 -0.48963768539726 -0.975212002876712
"SITTING" 20 0.278045439090909 -0.0147229305131818 -0.108369634515151 -0.999468023333334 -0.991892210151515 -0.968119928636363 -0.952156875606061 -0.923261836287879 -0.504834591484849 -0.604593847906061 -0.199439595651515 -0.427498665689394 0.924454522424243 0.0733385412878788 0.151679135228788 -0.998639105454545 -0.997345163181818 -0.996226392424242 -0.975060077121212 -0.940951325151515 -0.893006714666667 -0.998998937121212 -0.998703004545455 -0.995813228939394 0.0746568393030303 0.00597430268636364 0.00160134859924242 -0.974145993333334 -0.999514905454545 -0.998896492272727 -0.972649762272727 -0.977685067575758 -0.999579798333333 -0.99964534560606 0.0337095094381818 -0.999585575151515 0.149078278189394 -0.036405928969697 -0.999369634545454 -0.998919389242424 0.890886437727273 0.78889831030303 -0.999057217575757 -0.999524709545455 -0.999526002575758 -0.999024802727272 0.970226787727273 0.979770083030303 0.98399114 -0.0327018882469697 -0.314720986151515 -0.144654837851515 0.162464143825758 -0.13881425680303 -0.952738043030303 -0.937764028181818 -0.999674153484849 -0.999472895 -0.944797852424243 0.00390528881818182 -0.958180188333333 -0.552785901818182 -0.164363625121212 -0.981203064242424 -0.788711495687879 -0.937950938484848
"LAYING" 20 0.239507882205882 -0.0144406281132353 -0.104274322538235 -0.992939625735294 -0.993739189558823 -0.987433767647059 -0.972307453088235 -0.971799546911765 -0.586930924528971 -0.809582716279412 -0.478475402382353 -0.688402463588235 -0.472431415573529 0.864882956617647 0.477573305 -0.998134266764706 -0.996601483529412 -0.996327434117647 -0.979032909117647 -0.977866827647059 -0.756417805444118 -0.999597717647059 -0.999369210147059 -0.998870829117647 0.0892716006470588 0.00110822495382353 -0.00309891846569118 -0.980647431470589 -0.999555551470588 -0.999167447058823 -0.979884234558823 -0.984753250588235 -0.999639856470588 -0.999599510147058 0.0774028729338235 -0.999607047058823 -0.0500925630435147 -0.0231760616308824 -0.999082145735294 -0.999258445147058 0.892311907205882 0.821328815588235 -0.999587757647059 -0.999703355294117 -0.999714576470588 -0.999068655588235 0.988239756764706 0.981215518676471 0.98809141632353 -0.0430078509941176 -0.0784003340588235 0.00832392052941177 0.15362494375 -0.143460867551471 -0.960743126176471 -0.939489444558824 -0.999850990882353 -0.999770338970589 -0.96573069382353 -0.121541677263235 -0.978015058970588 -0.627923845044118 -0.0601240722691177 -0.965728781617647 -0.803964897058823 -0.942110177058823
"WALKING" 20 0.272589336470588 -0.021199992245098 -0.113539477098039 -0.680120735294118 0.141816628668627 -0.826721537254902 0.133134033856863 -0.261133993901961 0.624661490784314 -0.638950787058824 -0.266994957666667 -0.526869887529412 0.899965205686275 -0.344443913137255 -0.035130214 -0.654722308039216 -0.578540693529412 -0.539279963392157 -0.964548654509804 -0.957867550196079 -0.383875363333333 -0.814673847647059 -0.850267518627451 -0.85637512254902 0.0841234323137255 -0.0210619558882353 0.00634457223529412 0.0356438662823529 -0.578719114313725 -0.191793176929412 -0.103710889627451 -0.34708322745098 -0.827468242745098 -0.77274806745098 0.195884622 -0.790600314901961 0.341932884627451 -0.0234104225980392 -0.21533953547451 -0.516755665333333 0.281757603764706 0.0464468414901961 -0.799212632156863 -0.885841561960785 -0.884075268039216 -0.838343316666667 0.434020928627451 0.164620174019608 0.335126177882353 -0.0966990321215686 0.00139730354666667 -0.0890585991356863 -0.0810544868431372 -0.0437032618098039 0.039402280578902 -0.156930391921569 -0.919131779607843 -0.930767661960784 -0.0959087324215686 0.281595277588235 -0.0549267769352941 0.753756252549019 0.182403665072549 -0.147404272166667 0.658618270196078 -0.874883283333334
"WALKING_DOWNSTAIRS" 20 0.296144421355556 -0.00964120773155556 -0.104602925937778 -0.413711756444444 0.326081867311111 -0.792128309777778 -0.00728673009555556 -0.315696816713333 0.276780466671111 -0.709299064888889 -0.574353459333333 -0.814005708666667 0.91972663 -0.277419718666667 -0.0282591579777778 -0.749646741555555 -0.472104252153333 -0.489709166046667 -0.914615243555556 -0.922097402222222 -0.260340589186667 -0.843080982888889 -0.893541898222222 -0.837950313111111 0.0695031058 0.00436449644888889 -0.00253482149777778 0.0192575583444444 -0.612790492888889 -0.153173753116222 -0.0701209709951111 -0.422263410666667 -0.851379327777778 -0.797249250666667 0.0731856767288889 -0.816744399111111 -0.0509669916422222 -0.111367747557778 -0.399351385577778 -0.45998597326 0.362981089333334 -0.4033401858 -0.818055351777778 -0.950353952444444 -0.93836558 -0.864250867111111 0.300200013646667 0.499206384444444 0.236689685177778 -0.221550022017778 -0.0945291604666667 -0.101961723088889 -0.130697259755556 0.112734946977778 0.221851587933333 0.172636361444444 -0.905149804444444 -0.908280898888888 -0.0239267427597778 0.103399965477778 -0.0627851662422222 0.713001069777778 0.137197835511111 -0.0343309987555556 0.583599455111111 -0.885008814666667
"WALKING_UPSTAIRS" 20 0.252098317156863 -0.0282258047588235 -0.121023947784314 -0.601812164117647 -0.316932447884314 -0.864095192941176 0.0336274927745098 -0.336511278039216 0.221218136435294 -0.330462376058823 -0.363086454960784 -0.641091177058824 0.777095717058824 -0.479894842941176 -0.130117634791765 -0.858634154117647 -0.851004134509804 -0.801295221960785 -0.931012276862745 -0.912876660588235 -0.138833264507843 -0.923608387843137 -0.93684005627451 -0.918783690588235 0.0836451256901961 0.00659982629803922 -0.0245420993049019 -0.2315498632 -0.65837588 -0.711413367843137 -0.266711953235294 -0.503158106078431 -0.881258624313725 -0.811594433921569 0.0861280812352941 -0.84271698882353 0.426183415107843 0.0659193258862745 -0.817838454313725 -0.844537816470588 0.30452457972549 0.133651123392157 -0.91562492745098 -0.963321477058824 -0.957508466078432 -0.909091108627451 0.588998149607843 0.476538548627451 0.466480241176471 -0.157268645741765 -0.260134951568627 -0.268367738086274 -0.110389517399216 0.0132266977527451 0.00872502461176471 -0.198269718823529 -0.929315175490196 -0.924677262941176 -0.251191282284314 0.0707192066411765 -0.216383400988235 0.645882854509804 -0.373600346372549 -0.140439074776471 0.485000660784314 -0.901027075607843
"STANDING" 24 0.280348883913043 -0.0144785340348986 -0.108222553855072 -0.999748755072464 -0.996231768550725 -0.979903235797101 -0.94899992884058 -0.925328251884058 -0.513798177297101 -0.239764247144928 0.121709359681159 -0.0940351848260869 0.96644228 -0.145201300942029 -0.0530585403536232 -0.999155681304348 -0.998821725217391 -0.998631750144927 -0.970289434492754 -0.947443417246377 -0.979537941965217 -0.999185611014492 -0.998786645217392 -0.998033986666666 0.0746177416521739 0.0109839689101449 -0.00358774904913043 -0.972870768985507 -0.999465529130435 -0.998814901304348 -0.972669806811594 -0.977057256666666 -0.99957935057971 -0.999500408405797 0.0798958799782609 -0.99952562057971 -0.0667558494217391 -0.0278611511434783 -0.998758572753623 -0.998811496086956 0.894332246521739 0.802804593188406 -0.999241702028985 -0.999294266811594 -0.99929932 -0.998664144347826 0.974112622608696 0.984993356231884 0.986564945652174 -0.289553437595652 -0.129026964139131 -0.0650613444028985 0.0908653116 -0.132967685862319 -0.950061017681159 -0.94790101173913 -0.99982307 -0.999789363478261 -0.955543527101449 0.0223946404463768 -0.971005775362319 -0.573832871276812 -0.14305491974058 -0.984183633623189 -0.840899418115942 -0.923625488405797
"SITTING" 24 0.273475690147059 -0.0131255097938235 -0.103041061426471 -0.999864646029412 -0.997019701911764 -0.976769295441176 -0.963566190441176 -0.956542279264706 -0.586387263970588 -0.423485984917647 -0.205151786976471 -0.443298689426471 0.919637604411765 0.182254651955882 0.109559621020588 -0.999297968235295 -0.9988870275 -0.99859112632353 -0.974733253088235 -0.967507010147059 -0.875714791617647 -0.999534198088235 -0.999378394264706 -0.998267405 0.0763318528529412 0.00476702575745588 -0.00113300171426471 -0.983284042647059 -0.999826664411765 -0.999500657647059 -0.979405600882353 -0.981778050294118 -0.999836967205882 -0.999764671617647 0.0563998676705882 -0.99980741367647 0.0234093448308823 -0.0356229619955882 -0.999506025882353 -0.999434381470588 0.902280483970588 0.809918225588235 -0.999641407205882 -0.99970393117647 -0.999677139411765 -0.999442182794118 0.990342700147059 0.990703365441177 0.990983425588236 0.0410327203470588 -0.281538204205882 -0.0466430854957353 0.126053474892647 -0.11753969245 -0.968979156470588 -0.963779683235294 -0.999873943235294 -0.999808438970588 -0.972504838235294 -0.035926112932353 -0.982703108970588 -0.686257434852941 -0.212978016757353 -0.989529506764706 -0.921466163970588 -0.8739495795
"LAYING" 24 0.272850494930556 -0.0173555210111111 -0.107236237236111 -0.998625261111111 -0.9995917125 -0.986998152638889 -0.986560310277778 -0.973700639444445 -0.262665943718056 -0.803263257777777 -0.296344782861111 -0.509966017351389 -0.359292534027778 0.738430699305556 0.683839909722222 -0.999649664166667 -0.999510200138889 -0.999427417916667 -0.993900490972222 -0.983175701249999 -0.429279034888889 -0.999353017222222 -0.999429049444445 -0.998617755833333 0.08072123275 0.0119819524179167 -0.00589225849902778 -0.982751769027778 -0.999738400694445 -0.99961476125 -0.981924365694444 -0.982758119444445 -0.999774522777778 -0.999739072361112 0.0970087643152778 -0.999754936805556 0.00732634957083333 -0.0143679929444444 -0.999625359722222 -0.999423911944445 0.888871491805555 0.8283496625 -0.999287683194445 -0.999555022222223 -0.999673420138889 -0.999466228888889 0.976650334861111 0.979746886944445 0.992669715416667 0.213437011386111 -0.1812152290875 0.258571516181528 0.159810337588889 -0.204088938898611 -0.9718540425 -0.969354834166667 -0.999864925138889 -0.999759069444444 -0.962669676111111 -0.207639885806944 -0.968780381388889 -0.547604873055555 -0.0275370265277778 -0.975893687083333 -0.796713917777777 -0.894179894458333
"WALKING" 24 0.276980816034483 -0.0225446400534483 -0.110595952913793 -0.857063846724138 -0.635834682758621 -0.839624217758621 -0.432722028793104 -0.312037913275862 0.494563015344828 -0.722640094482758 -0.408908964482759 -0.682613160517241 0.95970108137931 -0.115116241810345 -0.140910029827586 -0.916850419310344 -0.879389821034483 -0.848372493793104 -0.967002232931035 -0.967889393793103 -1 -0.870961229310345 -0.934962577413793 -0.906535195689655 0.0731938975362069 0.0121254591034483 -0.0116401387758621 -0.35460348637931 -0.864167574827587 -0.749006088965517 -0.466112532586207 -0.435272487586207 -0.935572025689655 -0.922221006896552 0.160996990905172 -0.924728404137931 0.437717756724138 -0.0545126870724138 -0.754691957068966 -0.851951785862069 0.613005335689655 0.391458126034483 -0.842903659827586 -0.956290274482759 -0.95508518 -0.919452854827586 0.560247506206897 0.661049081206897 0.700105980517241 -0.055099195569138 0.0479956663948276 -0.224671550446552 -0.177102976142052 0.135743687013793 -0.299983613965517 -0.48106401862069 -0.979351033275862 -0.980158905344828 -0.599475858275862 0.0309122402568965 -0.533892317413793 0.505554479655173 0.0486127311758621 -0.492419802586207 0.367322163448276 -0.904761899999999
"WALKING_DOWNSTAIRS" 24 0.288631208909091 -0.0145730348310909 -0.104818820272727 -0.574668961636364 -0.585641352181818 -0.826709666 -0.465284575090909 -0.330148126472727 0.170949365914545 -0.873617323272728 -0.720603613454545 -0.907419467818182 0.950883416727272 -0.128326710927273 -0.140123155018182 -0.867857060727272 -0.836942237818181 -0.798324848909091 -0.944376999454545 -0.948288914363636 -0.862919167090909 -0.751301522727273 -0.878834489818182 -0.871686518545455 0.0802619828545455 -0.00447316273690909 -0.00846915857363637 -0.165463442327273 -0.775455572 -0.645468819818182 -0.362274334727273 -0.369530881818182 -0.868727738181818 -0.85260969 0.311823635203636 -0.851181794727273 -0.234949930490909 -0.0867069010690909 -0.671656802 -0.788295608363636 0.543259425636364 0.332934954552727 -0.714278395818182 -0.856768780727273 -0.910324769636364 -0.837855467454545 0.369462717309091 0.581245970545455 0.556431482 -0.0545287366636364 0.0935884644618182 0.0208409579327273 -0.179363003363636 0.2840167116 -0.0737699163072727 -0.0224839122854545 -0.959499839090909 -0.959462196909091 -0.417960930909091 -0.110367304156364 -0.445789938727273 0.58980377 0.105462072869091 -0.222324293454545 0.452570621090909 -0.907070703272726
"WALKING_UPSTAIRS" 24 0.269881106779661 -0.0251979434569492 -0.114248610966102 -0.782567032372882 -0.603133877118644 -0.855870401355932 -0.358744104915254 -0.440908317288136 0.209585455464407 -0.610873176440678 -0.448567748 -0.718953751694915 0.906369500508475 -0.237498409152542 -0.227134869152542 -0.93718218440678 -0.909358755084746 -0.891861693559322 -0.924560696610169 -0.945847894745763 -0.352520584898305 -0.901277482033898 -0.945532177288136 -0.921605968135593 0.0862310100338983 -0.0150816047830508 -0.0132353651798305 -0.420529672372881 -0.870104632881356 -0.877730327288136 -0.531318077627119 -0.589599251186441 -0.938011221864407 -0.912920741694915 0.233392847954237 -0.922538861525424 0.0328500413347458 0.0883163772152542 -0.924673620677966 -0.911476428644068 0.612777380847458 0.247873358135593 -0.887469861864406 -0.946015252711864 -0.962599936779661 -0.931599128305085 0.700433421864407 0.680118286610169 0.677815250508474 -0.187707848118644 -0.067744122479661 -0.343569679050847 -0.20311946920678 0.180354127227627 -0.226402822033898 -0.30685447 -0.98151121440678 -0.976340267966102 -0.53105254559322 0.143352354220339 -0.612231470677966 0.423351221355932 0.196981757038983 -0.395790553898305 0.290551837457627 -0.909066449152541
"STANDING" 1 0.278917629056604 -0.0161375901037736 -0.110601817735849 -0.999959034528302 -0.998733756037736 -0.989838321509434 -0.973516449056604 -0.978599930377359 -0.653732516603774 -0.53268663390566 -0.361993759188679 -0.555794507049057 0.942952000377358 -0.272983832264151 0.0134905823226415 -0.999709818679245 -0.999416590566038 -0.999429763018868 -0.981285212075472 -0.97835670754717 -0.886328097169811 -0.999842798679246 -0.999736542075472 -0.99950443 0.0753766542264151 0.00797573092830189 -0.00368524954709434 -0.991414779622642 -0.999945154905661 -0.999730950566038 -0.983798398301886 -0.989974988867924 -0.999912316226415 -0.999897777924528 0.0548480765660377 -0.999912806415094 0.0744326620490566 -0.0239877347979245 -0.999738624339623 -0.999569798490566 0.911768682264151 0.813972506981132 -0.99983659754717 -0.999846971698113 -0.999810206415094 -0.999669582830189 0.99307723245283 0.995094464339623 0.993578066037736 -0.120293020603774 -0.0447191978169811 0.100607635139623 0.240349537995094 -0.248142022347925 -0.98427820735849 -0.981942928867925 -0.999916460566038 -0.999875246792453 -0.981102759056604 -0.0367286360754717 -0.989620819622641 -0.768195483962264 -0.285777842592453 -0.995249932641509 -0.956721137924528 -0.86163522035849
"SITTING" 1 0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.998340790425532 -0.985084336808511 -0.962461157446809 -0.932031700638298 -0.942854698510639 -0.594065364617021 -0.0630387735553192 -0.315249117787234 -0.514312723851064 0.831509933404255 0.204411592680851 0.332043702765957 -0.998674109361703 -0.997054629574468 -0.995825439361702 -0.943735509574468 -0.953704027872341 -0.686008594704255 -0.99939845893617 -0.998555570212766 -0.99433225893617 0.0774825199574468 -0.000619102785106384 -0.00336779235021277 -0.984580169148936 -0.999456059361702 -0.999202159787234 -0.98362745106383 -0.987727079574468 -0.999505085744681 -0.999525658297872 0.0472096716634043 -0.999486133191489 0.0165644228659574 -0.045350056512766 -0.999323927021277 -0.999248370425532 0.893955227021276 0.782854043829787 -0.999765958510638 -0.999780034680851 -0.999706408723404 -0.999493716595744 0.991556533404255 0.992050172978723 0.989128921914894 0.189153021260851 0.0631270669787234 -0.0297839207446808 0.153241019 -0.17159434653617 -0.948536786170213 -0.927078418723404 -0.999711325319149 -0.99947712893617 -0.946413250212766 -0.112973317920638 -0.974734744893617 -0.708725102765957 -0.00177420970212765 -0.979641238723404 -0.936606090212766 -0.87977034787234
